      11723.2     0.863137
      11739.6     0.865087
      11756.1     0.865420
      11772.5     0.864178
      11788.9     0.861439
      11805.4     0.857314
      11821.8     0.851953
      11838.3     0.845537
      11854.7     0.838280
      11871.2     0.830422
      11887.6     0.822221
      11904.1     0.813949
      11920.5     0.805882
      11936.9     0.798290
      11953.4     0.791427
      11969.8     0.785529
      11986.3     0.780800
      12002.7     0.777412
      12019.2     0.775502
      12035.6     0.775170
      12052.1     0.776483
      12068.5     0.779480
      12084.9     0.784167
      12101.4     0.790528
      12117.8     0.798511
      12134.3     0.808025
      12150.7     0.818919
      12167.2     0.830942
      12183.6     0.843697
      12200.1     0.856560
      12216.5     0.868581
      12232.9     0.878371
      12249.4     0.884011
      12265.8     0.883052
      12282.3     0.872727
      12298.7     0.850488
      12315.2     0.814813
      12331.6     0.765988
      12348.0     0.706371
      12364.5     0.639866
      12380.9     0.570848
      12397.4     0.503140
      12413.8     0.439462
      12430.3     0.381379
      12446.7     0.329528
      12463.2     0.283931
      12479.6     0.244259
      12496.0     0.210017
      12512.5     0.180670
      12528.9     0.155696
      12545.4     0.134628
      12561.8     0.117054
      12578.3     0.102616
      12594.7    0.0909970
      12611.2    0.0818997
      12627.6    0.0750344
      12644.0    0.0701059
      12660.5    0.0668101
      12676.9    0.0648396
      12693.4    0.0638958
      12709.8    0.0637060
      12726.3    0.0640380
      12742.7    0.0647063
      12759.2    0.0655714
      12775.6    0.0665329
      12792.0    0.0675221
      12808.5    0.0684940
      12824.9    0.0694205
      12841.4    0.0702858
      12857.8    0.0710819
      12874.3    0.0718070
      12890.7    0.0724624
      12907.2    0.0730521
      12923.6    0.0735814
      12940.0    0.0740569
      12956.5    0.0744853
      12972.9    0.0748742
      12989.4    0.0752315
      13005.8    0.0755654
      13022.3    0.0758849
      13038.7    0.0761994
      13055.2    0.0765191
      13071.6    0.0768549
      13088.0    0.0772185
      13104.5    0.0776224
      13120.9    0.0780800
      13137.4    0.0786052
      13153.8    0.0792125
      13170.3    0.0799168
      13186.7    0.0807332
      13203.2    0.0816768
      13219.6    0.0827620
      13236.0    0.0840031
      13252.5    0.0854133
      13268.9    0.0870052
      13285.4    0.0887899
      13301.8    0.0907777
      13318.3    0.0929776
      13334.7    0.0953974
      13351.1    0.0980441
      13367.6     0.100924
      13384.0     0.104041
      13400.5     0.107401
      13416.9     0.111009
      13433.4     0.114866
      13449.8     0.118978
      13466.3     0.123348
      13482.7     0.127978
      13499.1     0.132873
      13515.6     0.138035
      13532.0     0.143467
      13548.5     0.149172
      13564.9     0.155151
      13581.4     0.161406
      13597.8     0.167936
      13614.3     0.174741
      13630.7     0.181818
      13647.1     0.189161
      13663.6     0.196762
      13680.0     0.204610
      13696.5     0.212689
      13712.9     0.220980
      13729.4     0.229455
      13745.8     0.238084
      13762.3     0.246824
      13778.7     0.255628
      13795.1     0.264437
      13811.6     0.273183
      13828.0     0.281788
      13844.5     0.290163
      13860.9     0.298209
      13877.4     0.305819
      13893.8     0.312880
      13910.3     0.319275
      13926.7     0.324889
      13943.1     0.329611
      13959.6     0.333344
      13976.0     0.336004
      13992.5     0.337529
      14008.9     0.337883
      14025.4     0.337057
      14041.8     0.335068
      14058.3     0.331961
      14074.7     0.327807
      14091.1     0.322691
      14107.6     0.316719
      14124.0     0.310002
      14140.5     0.302655
      14156.9     0.294793
      14173.4     0.286527
      14189.8     0.277961
      14206.2     0.269187
      14222.7     0.260290
      14239.1     0.251341
      14255.6     0.242403
      14272.0     0.233527
      14288.5     0.224757
      14304.9     0.216126
      14321.4     0.207662
      14337.8     0.199385
      14354.2     0.191312
      14370.7     0.183454
      14387.1     0.175819
      14403.6     0.168412
      14420.0     0.161237
      14436.5     0.154295
      14452.9     0.147586
      14469.4     0.141113
      14485.8     0.134874
      14502.2     0.128869
      14518.7     0.123101
      14535.1     0.117570
      14551.6     0.112279
      14568.0     0.107233
      14584.5     0.102435
      14600.9    0.0978926
      14617.4    0.0936130
      14633.8    0.0896047
      14650.2    0.0858774
      14666.7    0.0824406
      14683.1    0.0793041
      14699.6    0.0764765
      14716.0    0.0739644
      14732.5    0.0717720
