      11494.3     0.169645
      11627.9     0.169710
      11764.7     0.169776
      11904.8     0.169843
      12048.2     0.169912
      12195.1     0.169982
      12345.7     0.170054
      12500.0     0.170128
      12658.2     0.170203
      12820.5     0.170281
      12987.0     0.170360
      13157.9     0.170442
      13333.3     0.170526
      13513.5     0.170612
      13698.6     0.170702
      13888.9     0.170794
      14084.5     0.170888
      14285.7     0.170987
      14492.8     0.171088
      14705.9     0.171193
      14925.4     0.171302
      15151.5     0.171415
      15384.6     0.171533
      15625.0     0.171655
      15873.0     0.171782
      16129.0     0.171915
      16393.4     0.172053
      16666.7     0.172197
      16949.2     0.172348
      17241.4     0.172507
      17543.9     0.172673
      17857.1     0.172847
      18181.8     0.173030
      18518.5     0.173224
      18867.9     0.173427
      19230.8     0.173642
      19607.8     0.173869
      20000.0     0.174110
      20408.2     0.174366
      20833.3     0.174637
      21276.6     0.174927
      21739.1     0.175235
      22222.2     0.175565
      22727.3     0.175917
      23255.8     0.176296
      23809.5     0.176703
      24390.2     0.177142
      25000.0     0.177616
